index,Unnamed: 0,CleanedText,pub_date,abstract,headline,keywords,news_desk,section_name,row_id,sentiment_type,sentiment_score
1314,1314,Among those who retained federal aviation license despite law that required their revolution wa a Libyan convicted in the coming of An Am over Lockerbie ,2009-06-26 03:50:50+00:00,Among those who retained federal aviation licenses despite laws that required their revocation was a Libyan convicted in the 1988 bombing of Pan Am 103 over Lockerbie.,"{'main': '6 Considered Threats Kept Licenses for Aviation', 'kicker': None, 'content_kicker': None, 'print_headline': '6 Considered Threats Kept Licenses For Aviation', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Federal Aviation Administration', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Transportation Security Administration', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Security and Warning Systems', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Megrahi, Abdelbaset Ali Mohmed al-', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Khalifa, Lamen', 'rank': 6, 'major': 'N'}]",National,U.S.,1314,compound,0.0258
1315,1315,Or Hariri the son of Lebanons slain former prime minister will begin assembling a cabinet to help manage a state that ha been plagued by war division and debt ,2009-06-27 16:19:35+00:00,"Mr. Hariri, the son of Lebanonâs slain former prime minister, will begin assembling a cabinet to help manage a state that has been plagued by war, divisions and debt.","{'main': 'Lebanon Chooses Saad Hariri as Premier', 'kicker': None, 'content_kicker': None, 'print_headline': 'Lebanon Chooses Saad Hariri As Premier', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Lebanon', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Hariri, Saad', 'rank': 2, 'major': 'N'}]",Foreign,World,1315,compound,-0.3182
1316,1316,While such an offer would fall short of the American demand that all building be halted it show that pressure from Washington may be having an effect ,2009-06-29 01:54:55+00:00,"While such an offer would fall short of the American demand that all building be halted, it shows that pressure from Washington may be having an effect.","{'main': 'Israel Said to Be Open to Settlement Freeze', 'kicker': None, 'content_kicker': None, 'print_headline': 'Israel Said to Be Open to Settlement Freeze Amid Broader Effort', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'West Bank', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 5, 'major': 'N'}]",Foreign,World,1316,compound,-0.4019
1317,1317,Newly released summarise of interrogation of the captured dictator show how much he miscalculated the risk he faced before the invasion of Ran ,2009-07-02 21:17:58+00:00,Newly released summaries of interrogations of the captured dictator show how much he miscalculated the risks he faced before the 2003 invasion of Iraq.,"{'main': 'Documents Show Iraqi Dictatorâs Fears', 'kicker': None, 'content_kicker': None, 'print_headline': 'Iraqi Dictator Told of Fearing Iran More Than He Did U.S.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'National Security Archive', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Hussein, Saddam', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'George Washington University', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom of Information Act', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Federal Bureau of Investigation', 'rank': 5, 'major': 'N'}]",Foreign,World,1317,compound,-0.2732
1318,1318,In dealing with Iraqi politics American diplomat â who have a reputation for being heavy handed â must find a new tone ,2009-07-06 01:13:45+00:00,"In dealing with Iraqi politics, American diplomats â who have a reputation for being heavy-handed â must find a new tone.","{'main': 'America Searches for Means of Influence in Iraq', 'kicker': 'News Analysis', 'content_kicker': None, 'print_headline': 'Americaâs New Role in Iraq Prompts a Search for Means of Influence', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 3, 'major': 'N'}]",Foreign,World,1318,compound,0.0
1319,1319,Rans foreign minister Manouchehr Mottaki responded to Group of leader but held firm on retaining the countrys plan for it nuclear program ,2009-07-11 21:02:42+00:00,"Iranâs foreign minister, Manouchehr Mottaki, responded to Group of 8 leaders but held firm on retaining the countryâs plans for its nuclear program.","{'main': 'Senior Cleric Says Leaders of Iran Are Unfit to Rule', 'kicker': None, 'content_kicker': None, 'print_headline': 'Senior Cleric Says Leaders Of Iran Are Unfit to Rule', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Group of Eight', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Sarkozy, Nicolas', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Nuclear Energy', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Treaties', 'rank': 6, 'major': 'N'}]",Foreign,World,1319,compound,0.0
1320,1320,A statement issued by a candidate in the recent presidential election showed that a government crackdown and warning have not stifled dissent ,2009-07-12 23:35:29+00:00,A statement issued by a candidate in the recent presidential election showed that a government crackdown and warnings have not stifled dissent.,"{'main': 'Candidate Declares Iran May Face âDisintegrationâ', 'kicker': None, 'content_kicker': None, 'print_headline': 'Candidate Declares Iran May Face âDisintegrationâ', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Moussavi, Mir Hussein', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'AHMADINEJAD, MAHMOUD', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Islamic Revolutionary Guards Corps', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Rezai, Mohsen', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Guardian Council (Iran)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 7, 'major': 'N'}]",Foreign,World,1320,compound,-0.0936
1321,1321,Their comment often seemed aimed at the Cranial governments own conduct during the crackdown after the disputed June election ,2009-07-14 02:14:34+00:00,Their comments often seemed aimed at the Iranian governmentâs own conduct during the crackdown after the disputed June 12 election.,"{'main': 'Clerics Fault a Mute Iran as Muslims Die in China', 'kicker': None, 'content_kicker': None, 'print_headline': 'Clerics Fault A Mute Iran As Muslims Die in China', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Islam', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Uighurs (Chinese Ethnic Group)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations and Riots', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'China', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Karroubi, Mehdi', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 7, 'major': 'N'}]",Foreign,World,1321,compound,-0.34
1322,1322,Thirteen member of a Funny Slim rebel group were hanged Tuesday morning in the southwestern Cranial city of Zahedan the Cranial state news agency reported ,2009-07-14 15:09:56+00:00,"Thirteen members of a Sunni Muslim rebel group were hanged Tuesday morning in the southeastern Iranian city of Zahedan, the Iranian state news agency reported.","{'main': 'Iran Executes 13 It Calls Sunni Rebels', 'kicker': None, 'content_kicker': None, 'print_headline': 'Iran Executes 13 It Calls Sunni Rebels', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Islam', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Moussavi, Mir Hussein', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Capital Punishment', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Jundallah', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Sunni Muslims', 'rank': 6, 'major': 'N'}]",Foreign,World,1322,compound,0.3182
1323,1323,A passenger plane bound for Armenia from Ran crashed mile northwest of Tehran ,2009-07-15 10:27:22+00:00,A passenger plane bound for Armenia from Iran crashed 75 miles northwest of Tehran.,"{'main': 'Plane Crash Leaves 168 Dead in Iran', 'kicker': None, 'content_kicker': None, 'print_headline': 'Iranian Airliner Crashes And Explodes, Killing 168', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'AIRLINES AND AIRPLANES', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Accidents and Safety', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Armenia', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 4, 'major': 'N'}]",Foreign,World,1323,compound,0.0
1324,1324,Israel said Wednesday that a two story building that held a Hezbollah arm ache exploded in a village in south Lebanon a day earlier ,2009-07-15 17:17:03+00:00,Israel said Wednesday that a two-story building that held a Hezbollah arms cache exploded in a village in south Lebanon a day earlier.,"{'main': 'Israel Blames Hezbollah in Explosion', 'kicker': None, 'content_kicker': None, 'print_headline': 'Israel Blames Hezbollah in South Lebanon Blast', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Lebanon', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Hezbollah', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Bombs and Explosives', 'rank': 4, 'major': 'N'}]",Foreign,World,1324,compound,-0.3818
1325,1325,Israel said a Hezbollah arm ache in a building that exploded in southern Lebanon violated the United Nations resolution that brought an end to the Israel Hezbollah war ,2009-07-16 02:06:46+00:00,Israel said a Hezbollah arms cache in a building that exploded in southern Lebanon violated the United Nations resolution that brought an end to the 2006 Israel-Hezbollah war.,"{'main': 'Israel Sees Evidence of Hezbollahâs Rearming in Explosion', 'kicker': None, 'content_kicker': None, 'print_headline': 'Israel Sees Evidence of Hezbollahâs Rearming in an Explosion in Southern Lebanon', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Hezbollah', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Bombs and Explosives', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 4, 'major': 'N'}]",Foreign,World,1325,compound,-0.7964
1326,1326,Two of the three flight data recorder from a plane that crashed after takeoff from Tehran were located ,2009-07-16 07:49:55+00:00,Two of the three flight data recorders from a plane that crashed after takeoff from Tehran were located.,"{'main': 'Black Boxes From Iranian Air Crash Found', 'kicker': None, 'content_kicker': None, 'print_headline': 'Black Boxes From Iranian Air Crash Are Found', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'AIRLINES AND AIRPLANES', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Accidents and Safety', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 3, 'major': 'N'}]",Foreign,World,1326,compound,0.0
1327,1327,The Cranial opposition leader Air Russen Moussavi on Friday will make his first appearance at an official event since the nations disputed presidential election ,2009-07-16 16:39:11+00:00,The Iranian opposition leader Mir Hussein Moussavi on Friday will make his first appearance at an official event since the nationâs disputed presidential election.,"{'main': 'In Tehran, a Symbol Is Ready to Reappear', 'kicker': None, 'content_kicker': None, 'print_headline': 'In Tehran, A Symbol Is Ready To Reappear', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Rafsanjani, Ali Akbar Hashemi', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Voting and Voters', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Moussavi, Mir Hussein', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations and Riots', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'AHMADINEJAD, MAHMOUD', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Basij', 'rank': 7, 'major': 'N'}]",Foreign,World,1327,compound,-0.34
1328,1328,A former Cranial president Li Bar Hashemi Rafsanjani called for the release of hundred of democracy advocate and protest who have been arrested recently ,2009-07-17 08:36:45+00:00,"A former Iranian president, Ali Akbar Hashemi Rafsanjani, called for the release of hundreds of democracy advocates and protesters who have been arrested recently.","{'main': 'Tehran Losing Iraniansâ Trust, Ex-Leader Says', 'kicker': None, 'content_kicker': None, 'print_headline': 'TEHRAN LOSING IRANIANSâ TRUST, EX-LEADER SAYS', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Rafsanjani, Ali Akbar Hashemi', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations and Riots', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 4, 'major': 'N'}]",Foreign,World,1328,compound,-0.6249
1329,1329,In investigation that former President of©story Kirchner called a national disgrace ha received new urgency and is raising hope among Jewish group ,2009-07-18 01:05:45+00:00,An investigation that former President NÃ©stor Kirchner called a national disgrace has received new urgency and is raising hopes among Jewish groups.,"{'main': 'Inquiry on 1994 Blast at Argentina Jewish Center Gets New Life', 'kicker': None, 'content_kicker': None, 'print_headline': 'Inquiry on 1994 Blast at Argentina Jewish Center Gets New Life', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Kirchner, Nestor', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Jews and Judaism', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Buenos Aires (Argentina)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 4, 'major': 'N'}]",Foreign,World,1329,compound,0.2732
1330,1330,A call for the release of Cranial protest and an emphasis on the importance of democracy in Ran is met with a hostile response among hard liners ,2009-07-18 21:54:10+00:00,A call for the release of Iranian protesters and an emphasis on the importance of democracy in Iran is met with a hostile response among hard-liners.,"{'main': 'Iranâs Ex-President Criticized for Comments About Election', 'kicker': None, 'content_kicker': None, 'print_headline': 'Iranâs Ex- President Criticized For Comments About Election', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Rafsanjani, Ali Akbar Hashemi', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'AHMADINEJAD, MAHMOUD', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Guardian Council (Iran)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 6, 'major': 'N'}]",Foreign,World,1330,compound,-0.3612
1331,1331,Mohammad Khatami made a bold challenge to the government by questioning it legitimate after another former president said the state had lost Iraniansâ trust ,2009-07-20 01:10:05+00:00,Mohammad Khatami made a bold challenge to the government by questioning its legitimacy after another former president said the state had lost Iraniansâ trust.,"{'main': 'Ex-President in Iran Seeks Referendum', 'kicker': None, 'content_kicker': None, 'print_headline': 'Ex-President In Iran Seeks Referendum On Leaders', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Rafsanjani, Ali Akbar Hashemi', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Khatami, Mohammad', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 4, 'major': 'N'}]",Foreign,World,1331,compound,0.5423
1332,1332,Ayatollah Li Khameneiâs warning on Monday wa an apparent rebuke to two former president who have criticized the handling of the disputed presidential election ,2009-07-20 18:20:45+00:00,Ayatollah Ali Khameneiâs warning on Monday was an apparent rebuke to two former presidents who have criticized the handling of the disputed presidential election.,"{'main': 'Iranâs Chief Cleric Warns Political Leaders Over Election Criticism', 'kicker': None, 'content_kicker': None, 'print_headline': 'Iranâs Chief Cleric Warns Political Leaders Over Election Criticism', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Rafsanjani, Ali Akbar Hashemi', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Khamenei, Ali', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Khatami, Mohammad', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Moussavi, Mir Hussein', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Guardian Council (Iran)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 7, 'major': 'N'}]",Foreign,World,1332,compound,-0.743
1333,1333,Is Rans leader splinter over the election crisis the Islamic Revolutionary Guards Corps is working to crush the opposition ,2009-07-20 21:08:40+00:00,"As Iranâs leaders splinter over the election crisis, the Islamic Revolutionary Guards Corps is working to crush the opposition.","{'main': 'Hard-Line Force Extends Grip Over a Splintered Iran', 'kicker': None, 'content_kicker': None, 'print_headline': 'Stifling Dissent, Hard-Line Force Extends Control of Iranâs Society', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iran', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Islamic Revolutionary Guards Corps', 'rank': 3, 'major': 'N'}]",Foreign,World,1333,compound,-0.6908
1334,1334,The official Esfandiar Him Mashaei had angered conservative with his remark on Israel ,2009-07-22 00:37:43+00:00,"The official, Esfandiar Rahim Mashaei, had angered conservatives with his remarks on Israel.","{'main': 'Ayatollah Tells Ahmadinejad to Drop Choice for Top Iranian Deputy', 'kicker': None, 'content_kicker': None, 'print_headline': 'Ayatollah Tells Ahmadinejad to Drop Choice for Top Iranian Deputy', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Khamenei, Ali', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'AHMADINEJAD, MAHMOUD', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 3, 'major': 'N'}]",Foreign,World,1334,compound,-0.5106
1335,1335,President Mahmoud Ahmadinejad defended himself amid a rising chorus of critic while a prominent conservative gave him a stark warning ,2009-08-01 00:37:34+00:00,"President Mahmoud Ahmadinejad defended himself amid a rising chorus of critics, while a prominent conservative gave him a stark warning.","{'main': 'Iran President Denies Rift With Leader', 'kicker': None, 'content_kicker': None, 'print_headline': 'Under Fire, Iran President Denies Rift With Leader', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Khamenei, Ali', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'AHMADINEJAD, MAHMOUD', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations and Riots', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 4, 'major': 'N'}]",Foreign,World,1335,compound,-0.296
1336,1336,The Cranial authority opened an extraordinary mass trial against more than opposition figure ,2009-08-01 15:36:02+00:00,The Iranian authorities opened an extraordinary mass trial against more than 100 opposition figures.,"{'main': 'Conspiracy Trial for 100 Dissidents Begins in Iran', 'kicker': None, 'content_kicker': None, 'print_headline': '100 Dissidents On Trial in Iran For Conspiracy', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'AHMADINEJAD, MAHMOUD', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations and Riots', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 4, 'major': 'N'}]",Foreign,World,1336,compound,0.0772
1337,1337,State television broadcast a segment in which two defendant said they had âchanged since being arrested and disputed claim that their publicized confession had been coerced through torture ,2009-08-02 17:35:50+00:00,"State television broadcast a segment in which two defendants said they had âchangedâ since being arrested, and disputed claims that their publicized confessions had been coerced through torture.","{'main': 'Iran Broadcasts Confessions by 2 Opposition Figures on Trial', 'kicker': None, 'content_kicker': None, 'print_headline': 'Iran Broadcasts Confessions by 2 Opposition Figures on Trial', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Khatami, Mohammad', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations and Riots', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'AHMADINEJAD, MAHMOUD', 'rank': 5, 'major': 'N'}]",Foreign,World,1337,compound,-0.8979
1338,1338,Several opponent of President Mahmoud Ahmadinejad avoided a ceremony recognizing his re election in Ran ,2009-08-03 09:17:12+00:00,Several opponents of President Mahmoud Ahmadinejad avoided a ceremony recognizing his re-election in Iran.,"{'main': 'Ahmadinejadâs Opponents Snub Election Ceremony', 'kicker': None, 'content_kicker': None, 'print_headline': 'Leader Approves Ahmadinejad, as Opponents Stay Away', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Political Prisoners', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'AHMADINEJAD, MAHMOUD', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Khamenei, Ali', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 5, 'major': 'N'}]",Foreign,World,1338,compound,-0.34
1339,1339,Police arrested four men with suspected link to a Somalia based Islamic organization saying they planned to stage a suicide attack on a military base ,2009-08-04 01:09:40+00:00,"Police arrested four men with suspected links to a Somalia-based Islamic organization, saying they planned to stage a suicide attack on a military base.","{'main': 'Australia Police Hold 4 in Terror Plot', 'kicker': None, 'content_kicker': None, 'print_headline': 'Australian Police Arrest 4 in Terror Plot', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Al-Shabab', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Australia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 3, 'major': 'N'}]",Foreign,World,1339,compound,-0.9118
1340,1340,The men all Australian citizen of Somali and Lebanese descent are suspected of having link to a radical Islamic group in Somalia ,2009-08-04 14:24:25+00:00,"The men, all Australian citizens of Somali and Lebanese descent, are suspected of having links to a radical Islamic group in Somalia.","{'main': 'Australia Officials Say Terror Suspects Plotted to Kill Until Killed', 'kicker': None, 'content_kicker': None, 'print_headline': 'Australia Officials Say Terror Suspects Plotted to Kill Until Killed', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Sydney (Australia)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Al-Shabab', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Australia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 4, 'major': 'N'}]",Foreign,World,1340,compound,-0.2263
1341,1341,President Mahmoud Ahmadinejadâs adversary shunned the ceremony and security patrolled the street ,2009-08-05 07:08:50+00:00,"President Mahmoud Ahmadinejadâs adversaries shunned the ceremony, and security patrolled the streets.","{'main': 'As Ahmadinejad Is Sworn In for 2nd Term, Deep Fissures Are Laid Bare', 'kicker': None, 'content_kicker': None, 'print_headline': 'Iran Leader Takes Oath Of Office', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'AHMADINEJAD, MAHMOUD', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 3, 'major': 'N'}]",Foreign,World,1341,compound,0.1531
1342,1342,A man who killed three woman and himself at a fitness center had planned the attack because of frustration over his inability to find a girlfriend he wrote ,2009-08-05 15:09:24+00:00,"A man who killed three women and himself at a fitness center had planned the attack because of frustration over his inability to find a girlfriend, he wrote.","{'main': 'Blog Details Shooterâs Frustration', 'kicker': None, 'content_kicker': None, 'print_headline': 'Gunman Drew Dark Portrait of Loneliness Before Shooting Women', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Murders and Attempted Murders', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Pennsylvania', 'rank': 2, 'major': 'N'}]",National,U.S.,1342,compound,-0.9062
1343,1343,In an open letter a coalition of Cranial conservative party admonish the president not to âbecome too confident with the peoples vote â,2009-08-08 01:25:02+00:00,"In an open letter, a coalition of Iranian conservative parties admonishes the president not to âbecome too confident with the peopleâs vote.â","{'main': 'Conservatives Warn Ahmadinejad Not to Defy Ayatollah on Cabinet Picks', 'kicker': None, 'content_kicker': None, 'print_headline': 'Conservatives Warn Ahmadinejad Not to Defy Ayatollah on Cabinet Picks', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Khamenei, Ali', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'AHMADINEJAD, MAHMOUD', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 3, 'major': 'N'}]",Foreign,World,1343,compound,0.7096
1344,1344,A top judiciary official said that some detained arrested after post election protest had been tortured in prison ,2009-08-08 16:15:24+00:00,A top judiciary official said that some detainees arrested after post-election protests had been tortured in prison.,"{'main': 'Iranian Acknowledges Torture of Some Protesters', 'kicker': None, 'content_kicker': None, 'print_headline': 'Iranian Judiciary Official Acknowledges Torture of Some Protesters After Election', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Demonstrations and Riots', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom and Human Rights', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'AHMADINEJAD, MAHMOUD', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Torture', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 6, 'major': 'N'}]",Foreign,World,1344,compound,-0.9169
1345,1345,The lawmakers demand are the latest sign of a struggle that may limit the presidents political clot a he move to form a new government in the coming week ,2009-08-10 09:06:10+00:00,The lawmakersâ demands are the latest sign of a struggle that may limit the presidentâs political clout as he moves to form a new government in the coming week.,"{'main': 'Iranian Lawmakers Demand Say on Cabinet, Hinting at a Rift Among Hard-Liners', 'kicker': None, 'content_kicker': None, 'print_headline': 'Iranian Lawmakers Demand Say on Cabinet, Hinting at a Rift Among Hard-Liners', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Political Prisoners', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Sex Crimes', 'rank': 4, 'major': 'N'}]",Foreign,World,1345,compound,-0.4215
