index,Unnamed: 0,CleanedText,pub_date,abstract,headline,keywords,news_desk,section_name,row_id,sentiment_type,sentiment_score
254,254,Campaign is proving that candidate have to met their member of the clergy ,2008-05-24 04:00:00+00:00,Campaign 2008 is proving that candidates have to vet their members of the clergy.,"{'main': 'Spotlight Recasts Church Leaders and Their Support', 'kicker': 'News Analysis', 'content_kicker': None, 'print_headline': 'Spotlight Recasts Church Leaders and Their Support', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'McCain, John', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2008', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Hagee, John C', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Endorsements', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Religion and Churches', 'rank': 5, 'major': 'N'}]",National,U.S.,254,compound,0.0
255,255,John McCainâs belated decision to distance himself from two of the most extreme minister wa long overdue â and we suspect driven more by political ambition than by the principle he espoused in the past ,2008-05-24 04:00:00+00:00,John McCainâs belated decision to distance himself from two of the most extreme ministers was long overdue â and we suspect driven more by political ambition than by the principles he espoused in the past.,"{'main': 'Sen. McCainâs Agents of Intolerance', 'kicker': 'Editorial', 'content_kicker': None, 'print_headline': 'Sen. McCainâs Agents of Intolerance', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Falwell, Jerry', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Parsley, Rod', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2008', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Editorials', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Hagee, John C', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Christians and Christianity', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Robertson, Pat', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'McCain, John', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Religion and Churches', 'rank': 10, 'major': 'N'}]",Editorial,Opinion,255,compound,-0.296
256,256,The State Department withdrew the grant to Palestinian student because Israel denied them permission to leave ,2008-05-30 04:00:00+00:00,The State Department withdrew the grants to Palestinian students because Israel denied them permission to leave.,"{'main': 'U.S. Withdraws Fulbright Grants to Gaza', 'kicker': None, 'content_kicker': None, 'print_headline': 'CONFINED, GAZANS LOSE THEIR FUNDS FOR STUDY IN U.S.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Hamas', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Scholarships and Fellowships', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Palestinian Authority', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'State Department', 'rank': 6, 'major': 'N'}]",Foreign,World,256,compound,-0.1531
257,257,The move reversed a decision to withdraw the scholarship because of Israels ban on Palestiniansâ leaving Papa for study abroad ,2008-06-02 04:00:00+00:00,The move reversed a decision to withdraw the scholarships because of Israelâs ban on Palestiniansâ leaving Gaza for study abroad.,"{'main': 'State Dept. Reinstates Gaza Fulbright Grants', 'kicker': None, 'content_kicker': None, 'print_headline': 'State Dept. Reinstates Fulbright Grants to Gaza Palestinians for Study in the U.S.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Fulbright Scholarships', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Hamas', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Study Abroad', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 8, 'major': 'N'}]",Foreign,World,257,compound,-0.5574
258,258,Speaking to the American Israel Public Affairs Committee Track Drama endorsed a two state Israel Palestine settlement and took an implicit spoke at President Rush ,2008-06-04 16:47:21+00:00,"Speaking to the American Israel Public Affairs Committee, Barack Obama endorsed a two-state, Israel-Palestine settlement, and took an implicit poke at President Bush.","{'main': 'Obama Reaches Out to Pro-Israel Group', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",[],National,U.S.,258,compound,0.25
259,259,The unexpected move by Mahmoud Bias could herald a breakdown of peace talk with Israel ,2008-06-05 04:00:00+00:00,The unexpected move by Mahmoud Abbas could herald a breakdown of peace talks with Israel.,"{'main': 'Palestinian Leader Urges Talks With Hamas', 'kicker': None, 'content_kicker': None, 'print_headline': 'Palestinian President Seeks Renewed Talks With Hamas', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Fayyad, Salam', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Qurei, Ahmed', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'International Trade and World Market', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Erekat, Saeb', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'European Union', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Palestinian Authority', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 8, 'major': 'N'}]",Foreign,World,259,compound,0.4767
260,260,Track Drama endorsed a two state Israel Palestine settlement but insisted Jerusalem remain undivided ,2008-06-05 04:00:00+00:00,"Barack Obama endorsed a two-state Israel-Palestine settlement, but insisted Jerusalem remain undivided.","{'main': 'Obama Offers Assurances at Pro-Israel Meeting', 'kicker': None, 'content_kicker': None, 'print_headline': 'At Pro-Israel Meeting, Obama Offers Assurances and Draws Distinctions', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Presidential Election of 2008', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Jerusalem (Israel)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Clinton, Hillary Rodham', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 10, 'major': 'N'}]",National,U.S.,260,compound,0.128
261,261,One of John McCainâs major challenge in the general election will be coaxing a critical voting bloc out of it wait and see stance ,2008-06-09 04:00:00+00:00,One of John McCainâs major challenges in the general election will be coaxing a critical voting bloc out of its wait-and-see stance.,"{'main': 'McCain Extends His Outreach, but Evangelicals Are Still Wary', 'kicker': None, 'content_kicker': None, 'print_headline': 'McCain Extends His Outreach, But Evangelicals Are Still Wary', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Presidential Election of 2008', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Focus on the Family', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Dobson, James C', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': ""O'Donnell, Brett"", 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Brownback, Sam', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Black, Charlie', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Evangelical Movement', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Christians and Christianity', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Bauer, Gary', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'McCain, John', 'rank': 11, 'major': 'N'}]",National,U.S.,261,compound,-0.25
262,262,Had Madam wa a member of the Iraqi staff in the newsroom of The New Work Times in Baghdad He left Baghdad in May to take up a visiting fellowship at the University of North Carolina He will continue to contribute to the Baghdad Bureau blow from there ,2008-06-10 11:14:46+00:00,Ahmad Fadam was a member of the Iraqi staff in the newsroom of The New York Times in Baghdad. He left Baghdad in May to take up a visiting fellowship at the University of North Carolina. He will continue to contribute to the Baghdad Bureau blog from there.,"{'main': 'Leaving Baghdad: The View From Syria', 'kicker': 'At War', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",[],Foreign,World,262,compound,0.0
263,263,To Protestant opponent of investment from Israel Sister Ruth Aunt is an intrusion irritant ,2008-06-14 04:00:00+00:00,"To Protestant proponents of divestment from Israel, Sister Ruth Lautt is an intrusive irritant.","{'main': 'Lawyer-Turned-Nun Rises to Israelâs Defense', 'kicker': 'On Religion', 'content_kicker': None, 'print_headline': 'Lawyer-Turned-Nun Rises to Israelâs Defense', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Israel', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Nuns', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Protestant Churches', 'rank': 3, 'major': 'N'}]",National,U.S.,263,compound,-0.5106
264,264,James ha spread it authority across all aspect of life and Kazan have not a Israel and the United States hoped risen up ,2008-06-15 04:00:00+00:00,"Hamas has spread its authority across all aspects of life, and Gazans have not, as Israel and the United States hoped, risen up.","{'main': 'A Year Reshapes Hamas and Gaza', 'kicker': None, 'content_kicker': None, 'print_headline': 'A YEAR RESHAPES HAMAS AND GAZA', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'International Relations', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Hamas', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'ABBAS, MAHMOUD', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Fatah, Al', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 8, 'major': 'N'}]",Foreign,World,264,compound,0.7964
265,265,The visit of Crime Minister Deep Tayyip Erdogan came during a flurry of announcement from Arab country pleasing to refresh relation with Ran ,2008-07-11 04:00:00+00:00,The visit of Prime Minister Recep Tayyip Erdogan came during a flurry of announcements from Arab countries pledging to refresh relations with Iraq.,"{'main': 'Turkish Premier, in Iraq, Highlights a Warming Trend', 'kicker': None, 'content_kicker': None, 'print_headline': 'Turkish Premier, in Iraq, Highlights a Warming Trend', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'International Relations', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Turkey', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Erdogan, Recep Tayyip', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Kurds', 'rank': 6, 'major': 'N'}]",Foreign,World,265,compound,-0.0258
266,266,French President Nicholas Sarkozyâs âUnion for the Mediterranean represented an end to the diplomatic isolation of President Lascar al Sad of Syria who ha long been ostracized by the West ,2008-07-14 04:00:00+00:00,"French President Nicolas Sarkozyâs âUnion for the Mediterraneanâ represented an end to the diplomatic isolation of President Bashar al-Assad of Syria, who has long been ostracized by the West.","{'main': 'Sarkozy Helps to Bring Syria Out of Isolation', 'kicker': None, 'content_kicker': None, 'print_headline': 'Sarkozy Helps to Bring Syria Out of Isolation', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Sarkozy, Nicolas', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Lebanon', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'France', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'European Union', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Assad, Bashar al-', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 10, 'major': 'N'}]",Foreign,World,266,compound,-0.5267
267,267,The prospect of exchanging one of the countrys most despised prisoner for corps ha raised ankle ,2008-07-16 04:00:00+00:00,The prospect of exchanging one of the countryâs most despised prisoners for corpses has raised hackles.,"{'main': 'Prisoner Deal Reopens an Israeli Wound', 'kicker': None, 'content_kicker': None, 'print_headline': 'Prisoner Deal Reopens an Israeli Wound', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Hezbollah', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Goldwasser, Ehud', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Lebanon', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Regev, Eldad', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Prisons and Prisoners', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Kuntar, Samir', 'rank': 7, 'major': 'N'}]",Foreign,World,267,compound,-0.489
268,268,Such of Lebanon regard Hair Hunter a a courageous fighter who ha sacrificed much of his life in the nations struggle against Israel ,2008-07-16 04:00:00+00:00,Much of Lebanon regards Samir Kuntar as a courageous fighter who has sacrificed much of his life in the nationâs struggle against Israel.,"{'main': 'Heroâs Welcome Expected in Lebanon for Captive of Israel', 'kicker': None, 'content_kicker': None, 'print_headline': 'Heroâs Welcome Expected in Lebanon for Captive of Israel', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Lebanon', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Prisons and Prisoners', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Kuntar, Samir', 'rank': 4, 'major': 'N'}]",Foreign,World,268,compound,0.6249
269,269,In a large celebration of the release of five prisoner from Israel Hezbollah sought to rally Lebanon behind it yellow flag ,2008-07-17 04:00:00+00:00,"In a large celebration of the release of five prisoners from Israel, Hezbollah sought to rally Lebanon behind its yellow flag.","{'main': 'Prisonersâ Homecoming a Triumph for Hezbollah', 'kicker': None, 'content_kicker': None, 'print_headline': 'Prisonersâ Homecoming a Triumph for Hezbollah', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Hezbollah', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Beirut (Lebanon)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations and Riots', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Kuntar, Samir', 'rank': 4, 'major': 'N'}]",Foreign,World,269,compound,-0.5423
270,270,The United States Israel and some of their European ally have begun to recognize that trying to defeat their enemy in the region by isolation them ha failed ,2008-07-18 04:00:00+00:00,"The United States, Israel and some of their European allies have begun to recognize that trying to defeat their enemies in the region by isolating them has failed.","{'main': 'Talks Signal Mideast Shift', 'kicker': 'News Analysis', 'content_kicker': None, 'print_headline': 'Talks Signal Mideast Shift', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'International Relations', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Lebanon', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Hezbollah', 'rank': 7, 'major': 'N'}]",Foreign,World,270,compound,-0.8074
271,271,The Rush administrations recent concession to Ran North More and Ran have further muddled the old message that the U S would not talk to it foe ,2008-07-22 04:00:00+00:00,"The Bush administrationâs recent concessions to Iran, North Korea and Iraq have further muddled the old message that the U.S. would not talk to its foes.","{'main': 'A New Openness to Talks With That âAxis of Evilâ', 'kicker': 'News Analysis', 'content_kicker': None, 'print_headline': 'A New Openness to Talks With That âAxis of Evilâ', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Kim Jong Il', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Rice, Condoleezza', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Embargoes and Economic Sanctions', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 9, 'major': 'N'}]",Foreign,Washington,271,compound,-0.4404
272,272,Israel stepped in to help Path by allowing of it men into Israel and treating and hospitalizing two dozen of it wounded ,2008-08-03 04:00:00+00:00,Israel stepped in to help Fatah by allowing 180 of its men into Israel and treating and hospitalizing two dozen of its wounded.,"{'main': '9 Dead in Hamas Raid on Pro-Fatah Clan in Gaza', 'kicker': None, 'content_kicker': None, 'print_headline': '9 Dead After Hamas Raid On Pro-Fatah Clan in Gaza', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Hamas', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Bombs and Explosives', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Fatah, Al', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 7, 'major': 'N'}]",Foreign,World,272,compound,0.4019
273,273,The release planned to take place at the end of August may include several prominent prisoner ,2008-08-06 17:52:43+00:00,"The release, planned to take place at the end of August, may include several prominent prisoners.","{'main': 'As a Gesture to Abbas, Israel Says It Will Release About 150 Palestinian Prisoners', 'kicker': None, 'content_kicker': None, 'print_headline': 'As a Gesture to Abbas, Israel Says It Will Release About 150 Palestinian Prisoners', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Erekat, Saeb', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Hamas', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'ABBAS, MAHMOUD', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Olmert, Ehud', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Barghouti, Marwan', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Prisons and Prisoners', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Popular Front for the Liberation of Palestine', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Fatah, Al', 'rank': 10, 'major': 'N'}]",Foreign,World,273,compound,-0.296
274,274,The revival of Hebrew is often hailed a one of the greatest feat of the Unionist enterprise but some worry that the common language may already be in decline ,2008-08-07 23:10:28+00:00,"The revival of Hebrew is often hailed as one of the greatest feats of the Zionist enterprise, but some worry that the common language may already be in decline.","{'main': 'Quandary for Hebrew: How Would Isaiah Text?', 'kicker': 'Jerusalem Journal', 'content_kicker': None, 'print_headline': 'Quandary for Hebrew: How Would Isaiah Text?', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Zionism', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'JEWS', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Hebrew Language', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Language and Languages', 'rank': 5, 'major': 'N'}]",Foreign,World,274,compound,-0.2023
275,275,The release of prisoner wa aimed at blistering the Palestinian president hour before Secretary of State Condoleezza Vice arrived to judge peace effort forward ,2008-08-25 16:40:33+00:00,"The release of 198 prisoners was aimed at bolstering the Palestinian president, hours before Secretary of State Condoleezza Rice arrived to nudge peace efforts forward.","{'main': 'Israel Frees 198 Palestinians Before Rice Arrives for Talks', 'kicker': None, 'content_kicker': None, 'print_headline': 'Israel Frees 198 Palestinians Before Rice Arrives for Talks', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Political Prisoners', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Erekat, Saeb', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Hamas', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'ABBAS, MAHMOUD', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Olmert, Ehud', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Prisons and Prisoners', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Fatah, Al', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 11, 'major': 'N'}, {'name': 'persons', 'value': 'Rice, Condoleezza', 'rank': 12, 'major': 'N'}]",Foreign,World,275,compound,0.0
276,276,Calmly Khalilzad is facing angry question over his contact with a contended to succeed Nerve Musharraf ,2008-08-26 01:12:45+00:00,Zalmay Khalilzad is facing angry questions over his contacts with a contender to succeed Pervez Musharraf.,"{'main': 'U.N. Envoyâs Ties to Pakistani Are Questioned', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.N. Envoyâs Ties to Pakistani Are Questioned', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'International Relations', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'AFGHANISTAN', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Zardari, Asif Ali', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Pakistan', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Karzai, Hamid', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Musharraf, Pervez', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Khalilzad, Zalmay', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 11, 'major': 'N'}]",Foreign,Washington,276,compound,0.296
277,277,Prominent mainstream Palestinians are warning that they may pursue a one state solution based on a long term fight for equal right within Israel ,2008-09-04 00:42:43+00:00,Prominent mainstream Palestinians are warning that they may pursue a one-state solution based on a long-term fight for equal rights within Israel.,"{'main': 'Support for 2-State Plan Erodes', 'kicker': 'Memo From Jerusalem', 'content_kicker': None, 'print_headline': 'Support for 2-State Plan Erodes As Year Winds Down on Talks', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Palestinians', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Palestinian Authority', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 4, 'major': 'N'}]",Foreign,World,277,compound,-0.1027
278,278,A quiet revolution is stirring in Vein once a word for the extreme of violence between Israelis and Palestinians ,2008-09-12 00:56:47+00:00,"A quiet revolution is stirring in Jenin, once a byword for the extremes of violence between Israelis and Palestinians.","{'main': 'A West Bank Ruin, Reborn as a Peace Beacon', 'kicker': None, 'content_kicker': None, 'print_headline': 'A West Bank Ruin, Reborn as a Peace Beacon', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'West Bank', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 3, 'major': 'N'}]",Foreign,World,278,compound,-0.6249
279,279,It least a dozen home have been burned to punish family with son tied to rebel resident said ,2008-09-29 01:52:38+00:00,"At least a dozen homes have been burned to punish families with sons tied to rebels, residents said.","{'main': 'To Smother Rebels, Arson Campaign in Chechnya', 'kicker': None, 'content_kicker': None, 'print_headline': 'To Smother Chechen Insurgency, A Campaign of House Burning', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Arson', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Chechnya (Russia)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Police Brutality and Misconduct', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Kadyrov, Ramzan', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Police', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'European Court of Human Rights', 'rank': 6, 'major': 'N'}]",Foreign,World,279,compound,-0.6124
280,280,The G O P presidential nominee link his opponent to Washed Khalidi a teacher and writer who is critical of Israel ,2008-10-29 17:02:22+00:00,"The G.O.P. presidential nominee links his opponent to Rashid Khalidi, a teacher and writer who is critical of Israel.","{'main': 'McCain Blasts L.A. Times for Withholding Tape', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",[],National,U.S.,280,compound,-0.3182
