row_id,CleanedText,pub_date,abstract,headline,keywords,news_desk,section_name,sentiment_type,sentiment_score
649,A show of support came a day after the worst violence by government supporter since the protest began about a month ago ,2011-03-19 16:19:38+00:00,A show of support came a day after the worst violence by government supporters since the protests began about a month ago.,"{'main': 'In Yemen, Opposition Encourages Protesters', 'kicker': None, 'content_kicker': None, 'print_headline': 'In Yemen, Opposition Encourages Protesters', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Yemen', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Saleh, Ali Abdullah', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests, and Riots', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Human Rights Watch', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,-0.7506
650,The dismissal came a protest demanding President Li Abdullah Salehâs outer intensified and several official quit their post to in response to violence against demonstrator ,2011-03-20 08:43:16+00:00,The dismissals came as protests demanding President Ali Abdullah Salehâs ouster intensified and several officials quit their posts to in response to violence against demonstrators.,"{'main': 'Yemenâs President Said to Have Fired Cabinet', 'kicker': None, 'content_kicker': None, 'print_headline': 'President Fires Cabinet As Yemen Protests Grow', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Yemen', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Saleh, Ali Abdullah', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests, and Riots', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Human Rights Watch', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,-0.7906
651,Defenders of the government and it crackdown say urgent measure were needed to prevent economic calamity ,2011-03-20 21:27:13+00:00,Defenders of the government and its crackdown say urgent measures were needed to prevent economic calamity.,"{'main': 'Crackdown Was Only Option, Bahrain Sunnis Say', 'kicker': None, 'content_kicker': None, 'print_headline': 'Crackdown Was Only Option, Bahrain Sunnis Say', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Martial Law', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Shiite Muslims', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Sunni Muslims', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Bahrain', 'rank': 6, 'major': 'N'}]",Foreign,World,compound,0.296
652,Defenders of the government and it crackdown say urgent measure were needed to prevent economic calamity ,2011-03-21 09:26:37+00:00,Defenders of the government and its crackdown say urgent measures were needed to prevent economic calamity.,"{'main': 'Crackdown Was Only Option, Bahrain Sunnis Say', 'kicker': None, 'content_kicker': None, 'print_headline': 'Crackdown Was Only Option, Bahrain Sunnis Say', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Shiite Muslims', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Sunni Muslims', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Bahrain', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,0.296
653,The shift in support by the senior commander came amid a stream of resignation by official on Monday ,2011-03-21 10:47:28+00:00,The shift in support by the senior commanders came amid a stream of resignations by officials on Monday.,"{'main': 'Key Supporters Are Forsaking Yemen Leader', 'kicker': None, 'content_kicker': None, 'print_headline': 'Key Supporters Are Forsaking Yemen Leader', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Yemen', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests, and Riots', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Saleh, Ali Abdullah', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,0.128
654,In the Wests preferred chain of event airstrikes enable a democratic revolution One expert expects the opposite ,2011-03-22 01:30:03+00:00,"In the Westâs preferred chain of events, airstrikes enable a democratic revolution. One expert expects the opposite.","{'main': 'Hopes for a Qaddafi Exit, and Worries of What Comes Next', 'kicker': 'News Analysis', 'content_kicker': None, 'print_headline': 'Hopes for a Qaddafi Exit, and Worries of What Comes Next', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Civil War and Guerrilla Warfare', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests, and Riots', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Qaddafi, Muammar el-', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Libya', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,0.0
655,The allied attack on Tibia were perhaps the only hope of keeping more people from being slaughtered But there is much reason for concern ,2011-03-22 01:35:06+00:00,The allied attacks on Libya were perhaps the only hope of keeping more people from being slaughtered. But there is much reason for concern.,"{'main': 'At War in Libya', 'kicker': 'Editorial', 'content_kicker': None, 'print_headline': 'At War in Libya', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Libya', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Qaddafi, Muammar el-', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'ARAB LEAGUE', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'United States Defense and Military Forces', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'France', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'Great Britain', 'rank': 10, 'major': 'N'}]",Editorial,Opinion,compound,-0.0258
656,The nature of President Li Abdullah Salehâs proposal wa unclear and the opposition called for his immediate exit ,2011-03-22 09:30:59+00:00,"The nature of President Ali Abdullah Salehâs proposal was unclear, and the opposition called for his immediate exit.","{'main': 'Yemenâs Leader Defiant Amid Protests and Defections', 'kicker': None, 'content_kicker': None, 'print_headline': 'Yemenâs Leader Is Defiant Amid Demonstrations and Defections', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Yemen', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests, and Riots', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Saleh, Ali Abdullah', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,-0.25
657,In extraordinary wave of sudden ex diplomats are depending on ones point of view exhibiting uncommon courage or a navvy instinct for self preservation ,2011-03-23 01:31:38+00:00,"An extraordinary wave of sudden ex-diplomats are, depending on oneâs point of view, exhibiting uncommon courage or a savvy instinct for self-preservation.","{'main': 'Arab Revolts Force Diplomats to Remake Lives and Careers', 'kicker': None, 'content_kicker': None, 'print_headline': 'Arab Revolts Force Diplomats To Remake Lives and Careers', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Qaddafi, Muammar el-', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Libya', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Diplomatic Service, Embassies and Consulates', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,0.4939
658,The battled presidents grip on hundred of unduly tribe is also loosening leaving him more vulnerable than ever to the protestersâ pressure ,2011-03-24 02:10:43+00:00,"The embattled presidentâs grip on hundreds of unruly tribes is also loosening, leaving him more vulnerable than ever to the protestersâ pressure.","{'main': 'Weakening Web of Tribal Support Softens Yemen Leaderâs Grip', 'kicker': None, 'content_kicker': None, 'print_headline': 'Weakening Web of Tribal Support Softens Yemen Leaderâs Grip', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Yemen', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Saleh, Ali Abdullah', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests, and Riots', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Rural Areas', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,-0.7574
659,President Li Abdullah Pale wa in negotiation over the timing and condition for the end of his year rule ,2011-03-25 01:00:23+00:00,President Ali Abdullah Saleh was in negotiations over the timing and conditions for the end of his 32-year rule.,"{'main': 'Yemenâs Leader in Talks on Exit but Still Defiant', 'kicker': None, 'content_kicker': None, 'print_headline': 'Yemenâs Leader in Talks On Exit but Still Defiant', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests, and Riots', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Saleh, Ali Abdullah', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Yemen', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 6, 'major': 'N'}]",Foreign,World,compound,0.0
660,Is demonstrator for and against President Li Abdullah Pale poured into the street the Cement leader said he wa ready to yield power but only if he could hand it over to âsafe hands â,2011-03-25 09:48:53+00:00,"As demonstrators for and against President Ali Abdullah Saleh poured into the streets, the Yemeni leader said he was ready to yield power but only if he could hand it over to âsafe hands.â","{'main': 'Yemeni Leader Would Yield Power Only to âSafe Handsâ', 'kicker': None, 'content_kicker': None, 'print_headline': 'Yemeni Leader Would Yield Power Only to âSafe Handsâ', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Yemen', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests, and Riots', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Saleh, Ali Abdullah', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,0.872
661,The most serious challenge in two decade to year of oppressive rule by the Sad family erupted in violence when soldier opened fire on peaceful demonstrator ,2011-03-25 10:51:08+00:00,The most serious challenge in two decades to 40 years of repressive rule by the Assad family erupted in violence when soldiers opened fire on peaceful demonstrators.,"{'main': 'Syrian Troops Open Fire on Protesters in Several Cities', 'kicker': None, 'content_kicker': None, 'print_headline': 'WITH THOUSANDS IN STREETS, SYRIA KILLS PROTESTERS', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Demonstrations, Protests, and Riots', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Assad, Bashar al-', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,-0.8448
662,President Li Abdullah Pale ha lost his legitimate and should go a quickly a possible ,2011-03-26 02:21:43+00:00,President Ali Abdullah Saleh has lost his legitimacy and should go as quickly as possible.,"{'main': 'Change in Yemen', 'kicker': 'Editorial', 'content_kicker': None, 'print_headline': 'Change in Yemen', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Saleh, Ali Abdullah', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Yemen', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Ahmar, Ali Mohsin al-', 'rank': 5, 'major': 'N'}]",Editorial,Opinion,compound,0.0258
663,In his latest pilot in negotiation over a transfer of power President Li Abdullah Pale disputed news report that he wa ready to leave ,2011-03-26 23:54:41+00:00,"In his latest pivot in negotiations over a transfer of power, President Ali Abdullah Saleh disputed news reports that he was ready to leave.","{'main': 'President of Yemen Vows to Stay', 'kicker': None, 'content_kicker': None, 'print_headline': 'President Of Yemen Vows to Stay', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Politics and Government', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Yemen', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Saleh, Ali Abdullah', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,-0.0258
664,The military intervention in Tibia ha saved perhaps ten of thousand of life Secretary of State Axillary Fordham Clinton said Sunday ,2011-03-27 17:01:11+00:00,"The military intervention in Libya has saved perhaps tens of thousands of lives, Secretary of State Hillary Rodham Clinton said Sunday.","{'main': 'Clinton and Gates Defend Mission in Libya', 'kicker': None, 'content_kicker': None, 'print_headline': 'Clinton and Gates Justify Military Thrust on Humanitarian Grounds', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Gates, Robert M', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Libya', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Clinton, Hillary Rodham', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'United States Defense and Military Forces', 'rank': 6, 'major': 'N'}]",Foreign,U.S.,compound,0.6369
665,The comment by President Obamaâs two top national security official offered a striking illustration of the complex calculus involved in imposing a no fly zone over Tibia ,2011-03-28 00:24:34+00:00,The comments by President Obamaâs two top national security officials offered a striking illustration of the complex calculus involved in imposing a no-fly zone over Libya.,"{'main': 'Gates and Clinton Unite to Defend Libya Intervention, and Say It May Last Awhile', 'kicker': None, 'content_kicker': None, 'print_headline': 'Gates and Clinton Unite to Defend Libya Intervention, and Say It May Last Awhile', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Gates, Robert M', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Libya', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'United States Defense and Military Forces', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Clinton, Hillary Rodham', 'rank': 10, 'major': 'N'}]",Foreign,World,compound,0.1531
666,Cements political crisis deepened Monday when an explosion tore through a crowd of looter at an abandoned government weapon factory in the south killing at least people ,2011-03-28 16:14:43+00:00,"Yemenâs political crisis deepened Monday when an explosion tore through a crowd of looters at an abandoned government weapons factory in the south, killing at least 110 people.","{'main': 'Factory Explosion Follows Yemeni Forcesâ Pullout', 'kicker': None, 'content_kicker': None, 'print_headline': 'Grisly Blast at Arms Factory Follows Yemeni Forcesâ Pullout', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Yemen', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Saleh, Ali Abdullah', 'rank': 3, 'major': 'N'}]",Foreign,World,compound,-0.9287
667,President Drama defended the military assault in Tibia saying it wa in Americans national interest to stop a potential massacre ,2011-03-29 01:18:02+00:00,"President Obama defended the military assault in Libya, saying it was in Americaâs national interest to stop a potential massacre.","{'main': 'Obama Cites Limits of U.S. Role in Libya', 'kicker': None, 'content_kicker': None, 'print_headline': 'Defending Strikes, Obama Says He âRefused to Waitâ', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Obama, Barack', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States Defense and Military Forces', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Qaddafi, Muammar el-', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Libya', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,-0.4588
668,Entrepreneurs are stepping in to serve protest who say they intend to demonstrate until President Li Abdullah Pale go ,2011-03-31 01:03:40+00:00,Entrepreneurs are stepping in to serve protesters who say they intend to demonstrate until President Ali Abdullah Saleh goes.,"{'main': 'In Yemen, Sit-In Against the Government Yields Business Opportunities', 'kicker': None, 'content_kicker': None, 'print_headline': 'In Yemen, Sit-In Against the Government Yields Business Opportunities', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Sidewalk Cafes', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests, and Riots', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Saleh, Ali Abdullah', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Yemen', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Restaurants', 'rank': 7, 'major': 'N'}]",Foreign,World,compound,-0.25
669,A top propagandist for Ll Qaeda said in a video posted on the Web that Islamists had been elated by the protest around the Arab world ,2011-03-31 01:22:00+00:00,A top propagandist for Al Qaeda said in a video posted on the Web that Islamists had been elated by the protests around the Arab world.,"{'main': 'Islamists Are Elated by Revolts, Cleric Says', 'kicker': None, 'content_kicker': None, 'print_headline': 'Islamists Are Elated By Revolts, Cleric Says', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'AL QAEDA', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Awlaki, Anwar al-', 'rank': 3, 'major': 'N'}]",Foreign,World,compound,0.6124
670,Thousands prayed in the street for the end of President Li Abdullah Salehâs rule while his supporter stage large demonstration of their own in the capital ,2011-04-01 11:47:13+00:00,Thousands prayed in the streets for the end of President Ali Abdullah Salehâs rule while his supporters staged large demonstrations of their own in the capital.,"{'main': 'Dueling Protests Grip Yemeni Capital', 'kicker': None, 'content_kicker': None, 'print_headline': 'Loyalists and Opposition Rally in Yemeni Capital', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Yemen', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Saleh, Ali Abdullah', 'rank': 3, 'major': 'N'}]",Foreign,World,compound,0.3612
671,Later ha long had one of the most creative foreign policy in the region But now it is playing a more ambitious and potentially more risky role ,2011-04-03 16:05:33+00:00,"Qatar has long had one of the most creative foreign policies in the region. But now, it is playing a more ambitious and potentially more risky role.","{'main': 'For Qatar, Libyan Intervention May Be a Turning Point', 'kicker': None, 'content_kicker': None, 'print_headline': 'For Qatar, Tiny State With Big Goals, Libyan Intervention May Be a Turning Point', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'International Relations', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Qatar', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 3, 'major': 'N'}]",Foreign,World,compound,0.7874
672,The United States which long supported Cements president even in the face of recent protest ha shifted position ,2011-04-04 00:17:51+00:00,"The United States, which long supported Yemenâs president, even in the face of recent protests, has shifted positions.","{'main': 'U.S. Shifts to Seek Removal of Yemenâs Leader, an Ally', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.S. SAID TO SEEK\nNEGOTIATED EXIT\nOF YEMENI CHIEF', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Yemen', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests, and Riots', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Saleh, Ali Abdullah', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,0.6705
673,Security force and government supporter opened fire on ten of thousand of protest witness said ,2011-04-04 14:17:26+00:00,"Security forces and government supporters opened fire on tens of thousands of protesters, witnesses said.","{'main': 'Clashes Escalate in Yemen; at Least 12 Protesters Are Killed', 'kicker': None, 'content_kicker': None, 'print_headline': 'Clashes Escalate in Yemen; at Least 12 Protesters Are Killed', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Yemen', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests, and Riots', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Saleh, Ali Abdullah', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,0.0258
674,With the unrest in Semen counterterrorism effort there have halted allowing Ll Qaeda to increase clotting for possible attack against Europe and the United States official say ,2011-04-05 02:01:13+00:00,"With the unrest in Yemen, counterterrorism efforts there have halted, allowing Al Qaeda to increase plotting for possible attacks against Europe and the United States, officials say.","{'main': 'Unrest in Yemen Seen as Opening to Qaeda Branch', 'kicker': None, 'content_kicker': None, 'print_headline': 'UNREST IN YEMEN SEEN AS OPENING TO QAEDA BRANCH', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Al Qaeda in the Arabian Peninsula', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Yemen', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'AL QAEDA', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Saleh, Ali Abdullah', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'United States Defense and Military Forces', 'rank': 9, 'major': 'N'}]",Foreign,World,compound,0.25
675,Security force and armed men in civilian clothes clashed with antigovernment protest in Said opening fire on crowd calling for the president to resign ,2011-04-05 11:31:41+00:00,"Security forces and armed men in civilian clothes clashed with antigovernment protesters in Taiz, opening fire on crowds calling for the president to resign.","{'main': 'Government Forces Fire On Protesters in Yemen', 'kicker': None, 'content_kicker': None, 'print_headline': 'Government Forces Fire\nOn Protesters in Yemen', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Yemen', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Saleh, Ali Abdullah', 'rank': 3, 'major': 'N'}]",Foreign,World,compound,-0.5267
676,The Drama administration is doing the right thing by trying to ease President Li Abdullah Pale from office ,2011-04-06 04:25:48+00:00,The Obama administration is doing the right thing by trying to ease President Ali Abdullah Saleh from office.,"{'main': 'Belated Realism on Yemen', 'kicker': 'Editorial', 'content_kicker': None, 'print_headline': 'Belated Realism on Yemen', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Saleh, Ali Abdullah', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Yemen', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Al Qaeda in the Arabian Peninsula', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 5, 'major': 'N'}]",Editorial,Opinion,compound,0.3612
677,The splintered White opposition in Bahrain is seeking way to regain momentum after the nations Funny ruler crushed opposition protest last month ,2011-04-07 00:27:32+00:00,The splintered Shiite opposition in Bahrain is seeking ways to regain momentum after the nationâs Sunni rulers crushed opposition protests last month.,"{'main': 'Bahrainâs Rulers Tighten Their Grip on Battered Opposition', 'kicker': None, 'content_kicker': None, 'print_headline': 'Bahrainâs Rulers Tighten Their Grip on Battered Opposition', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Khalifa, Hamad Bin Isa al-', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests, and Riots', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Bahrain', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Fatalities)', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,-0.2263
678,A regional group make a shift offering a proposal for the transfer of power ,2011-04-08 01:26:38+00:00,"A regional group makes a shift, offering a proposal for the transfer of power.","{'main': 'Persian Gulf Coalition Joins in Seeking Ouster of Yemeni President', 'kicker': None, 'content_kicker': None, 'print_headline': 'Persian Gulf Coalition Joins in Seeking Ouster of Yemeni President', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Saleh, Ali Abdullah', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Yemen', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Appointments and Executive Changes', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,0.0
